pop	PC1	PC2	maf	mgc	hwe	min_ind	min_loci	LD
GUA	-0.162458178490281	0.000583896589715384	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.185977234277215	-0.0042921075920147	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.196404607251338	-0.00113357019897367	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.202925210667396	0.00137954905084122	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.168783167405852	-0.00603806024151123	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.18276982715098	0.00558134777642229	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.178359358772842	-0.00612039916884721	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.180172251470672	0.019544380469416	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.196119035642652	0.00231179373352897	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.165857869316158	0.00169166833862933	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.180321464607345	0.000435563166324704	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.188961725727281	-0.00385890448044013	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.176467879571548	0.00136393854176475	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.181562829126613	-0.00862591667205975	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.205074762726591	0.0000879617570228586	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.17398483558679	0.00353858564144127	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.187281025802125	0.00491367216086983	0	1	0.000001	0.7	0.8	FALSE
GUA	-0.191206477624632	-0.000309607544832446	0	1	0.000001	0.7	0.8	FALSE
NAM	0.119794725273572	0.126298223519064	0	1	0.000001	0.7	0.8	FALSE
NAM	0.121586680781979	0.509331586573386	0	1	0.000001	0.7	0.8	FALSE
NAM	0.123200769396851	-0.0522083615102923	0	1	0.000001	0.7	0.8	FALSE
NAM	0.0995183336061188	-0.0167852746533674	0	1	0.000001	0.7	0.8	FALSE
NAM	0.110334394550178	0.0469327635690739	0	1	0.000001	0.7	0.8	FALSE
NAM	0.10897589375476	0.00603894882011557	0	1	0.000001	0.7	0.8	FALSE
NAM	0.122811943086617	0.114720833843441	0	1	0.000001	0.7	0.8	FALSE
NAM	0.119954975230807	-0.529421132043598	0	1	0.000001	0.7	0.8	FALSE
NAM	0.119344706489056	-0.186061416663535	0	1	0.000001	0.7	0.8	FALSE
NAM	0.118075134803251	0.0385011768218139	0	1	0.000001	0.7	0.8	FALSE
NAM	0.121384615807442	0.0813232413106178	0	1	0.000001	0.7	0.8	FALSE
NAM	0.12097112030344	0.111449414463898	0	1	0.000001	0.7	0.8	FALSE
NAM	0.118222614512223	-0.148223773691231	0	1	0.000001	0.7	0.8	FALSE
NAM	0.115709911676469	-0.119739615047899	0	1	0.000001	0.7	0.8	FALSE
NAM	0.116192922002515	-0.0534753089503657	0	1	0.000001	0.7	0.8	FALSE
NAM	0.123851304506758	0.202063358348783	0	1	0.000001	0.7	0.8	FALSE
NAM	0.122759479864731	0.0813325829137828	0	1	0.000001	0.7	0.8	FALSE
NAM	0.12181686441753	-0.216568725795706	0	1	0.000001	0.7	0.8	FALSE
NAM	0.120965978072446	-0.251662774986805	0	1	0.000001	0.7	0.8	FALSE
NAM	0.122386644636694	0.21208218033967	0	1	0.000001	0.7	0.8	FALSE
NAM	0.110836054411149	0.0341579705267061	0	1	0.000001	0.7	0.8	FALSE
NAM	0.111229974479433	-0.0506329507556755	0	1	0.000001	0.7	0.8	FALSE
NAM	0.117677792631732	0.0152728540575869	0	1	0.000001	0.7	0.8	FALSE
NAM	0.116737174147725	-0.111051585969589	0	1	0.000001	0.7	0.8	FALSE
NAM	0.121323174775414	0.090756675598242	0	1	0.000001	0.7	0.8	FALSE
NAM	0.118329922604042	-0.122078408874998	0	1	0.000001	0.7	0.8	FALSE
NAM	0.121356101939044	-0.103143830928941	0	1	0.000001	0.7	0.8	FALSE
NAM	0.119338533456327	0.279737557838526	0	1	0.000001	0.7	0.8	FALSE
