comparison	chr	position	fst	nk	maf	mgc	hwe	min_ind	min_loci	LD
B~C	1	100		120	0	0	0	0	0	FALSE
B~C	1	300		120	0	0	0	0	0	FALSE
B~C	1	600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	1800		120	0	0	0	0	0	FALSE
B~C	1	2700	0.124159964746061	120	0	0	0	0	0	FALSE
B~C	1	2900		120	0	0	0	0	0	FALSE
B~C	1	3200	0.00829064793789935	120	0	0	0	0	0	FALSE
B~C	1	3300	0.0151157298063297	120	0	0	0	0	0	FALSE
B~C	1	3400	0.0151157298063297	120	0	0	0	0	0	FALSE
B~C	1	3900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	3900	0.00689655172413795	120	0	0	0	0	0	FALSE
B~C	1	4100		120	0	0	0	0	0	FALSE
B~C	1	4400	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	4600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	4600		120	0	0	0	0	0	FALSE
B~C	1	4700	-0.0172413793103448	120	0	0	0	0	0	FALSE
B~C	1	5100	-0.0137931034482759	120	0	0	0	0	0	FALSE
B~C	1	5100	-0.0166468489892984	120	0	0	0	0	0	FALSE
B~C	1	5199	0.00246305418719211	120	0	0	0	0	0	FALSE
B~C	1	6200	0.00041050903119869	120	0	0	0	0	0	FALSE
B~C	1	6200	-0.000253549695740371	120	0	0	0	0	0	FALSE
B~C	1	6300	0.00041050903119869	120	0	0	0	0	0	FALSE
B~C	1	6300		120	0	0	0	0	0	FALSE
B~C	1	6300	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	6400		120	0	0	0	0	0	FALSE
B~C	1	6600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	6600	-0.0110051357300073	120	0	0	0	0	0	FALSE
B~C	1	7500	0.000884173297966406	120	0	0	0	0	0	FALSE
B~C	1	7500	0.0370058873002523	120	0	0	0	0	0	FALSE
B~C	1	8300	-0.00441058540497195	120	0	0	0	0	0	FALSE
B~C	1	8400	-0.012472487160675	120	0	0	0	0	0	FALSE
B~C	1	9700	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	9800		120	0	0	0	0	0	FALSE
B~C	1	9900	0.0517241379310345	120	0	0	0	0	0	FALSE
B~C	1	10399	0.0183740246664989	120	0	0	0	0	0	FALSE
B~C	1	10399	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	10500	0.00689655172413795	120	0	0	0	0	0	FALSE
B~C	1	10700		120	0	0	0	0	0	FALSE
B~C	1	10800		120	0	0	0	0	0	FALSE
B~C	1	11100	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	11199	-0.0161191593552336	120	0	0	0	0	0	FALSE
B~C	1	11400	-0.0137931034482759	120	0	0	0	0	0	FALSE
B~C	1	11700	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	13100		120	0	0	0	0	0	FALSE
B~C	1	13400	-0.00689655172413793	120	0	0	0	0	0	FALSE
B~C	1	14100		120	0	0	0	0	0	FALSE
B~C	1	14700	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	14900	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	15100	0.0301724137931035	120	0	0	0	0	0	FALSE
B~C	1	15200	0.0587538848601451	120	0	0	0	0	0	FALSE
B~C	1	15200		120	0	0	0	0	0	FALSE
B~C	1	15400		120	0	0	0	0	0	FALSE
B~C	1	15400		120	0	0	0	0	0	FALSE
B~C	1	15400	0.0760726506975519	120	0	0	0	0	0	FALSE
B~C	1	16500		120	0	0	0	0	0	FALSE
B~C	1	17100	0.0210403272939802	120	0	0	0	0	0	FALSE
B~C	1	17600	-0.0114942528735632	120	0	0	0	0	0	FALSE
B~C	1	17900		120	0	0	0	0	0	FALSE
B~C	1	17900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	18700		120	0	0	0	0	0	FALSE
B~C	1	18700		120	0	0	0	0	0	FALSE
B~C	1	18900	0.0151157298063297	120	0	0	0	0	0	FALSE
B~C	1	19700		120	0	0	0	0	0	FALSE
B~C	1	20100	-0.00672121566335475	120	0	0	0	0	0	FALSE
B~C	1	20400	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	20500	-0.000968198406196474	120	0	0	0	0	0	FALSE
B~C	1	21300	0.000884173297966406	120	0	0	0	0	0	FALSE
B~C	1	21400		120	0	0	0	0	0	FALSE
B~C	1	23000	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	23100	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	23200	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	23300	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	24099		120	0	0	0	0	0	FALSE
B~C	1	24200	-0.0119940029985008	120	0	0	0	0	0	FALSE
B~C	1	24400	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	24500	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	24800	-0.00689655172413793	120	0	0	0	0	0	FALSE
B~C	1	25100		120	0	0	0	0	0	FALSE
B~C	1	25600		120	0	0	0	0	0	FALSE
B~C	1	25800	0.0689655172413794	120	0	0	0	0	0	FALSE
B~C	1	26200		120	0	0	0	0	0	FALSE
B~C	1	26400		120	0	0	0	0	0	FALSE
B~C	1	26900		120	0	0	0	0	0	FALSE
B~C	1	27200	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	27500	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	27600		120	0	0	0	0	0	FALSE
B~C	1	27700	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	27900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	28300	-0.0136741973840666	120	0	0	0	0	0	FALSE
B~C	1	28600	0.0100111234705228	120	0	0	0	0	0	FALSE
B~C	1	29300	-0.00901856763925729	120	0	0	0	0	0	FALSE
B~C	1	29300		120	0	0	0	0	0	FALSE
B~C	1	29800		120	0	0	0	0	0	FALSE
B~C	1	30200	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	30300	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	31000	0.0344827586206897	120	0	0	0	0	0	FALSE
B~C	1	31700		120	0	0	0	0	0	FALSE
B~C	1	32000	0.0137931034482759	120	0	0	0	0	0	FALSE
B~C	1	32400		120	0	0	0	0	0	FALSE
B~C	1	32500		120	0	0	0	0	0	FALSE
B~C	1	33100	-0.00365380223795386	120	0	0	0	0	0	FALSE
B~C	1	33200	-0.0185185185185185	120	0	0	0	0	0	FALSE
B~C	1	33800	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	34400	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	35100	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	35100	-0.0114942528735632	120	0	0	0	0	0	FALSE
B~C	1	35200		120	0	0	0	0	0	FALSE
B~C	1	35400	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	35500	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	35600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	35800	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	36000	0.0220905172413793	120	0	0	0	0	0	FALSE
B~C	1	36200	0.0934944898684678	120	0	0	0	0	0	FALSE
B~C	1	36300	-0.0128248683540003	120	0	0	0	0	0	FALSE
B~C	1	36300		120	0	0	0	0	0	FALSE
B~C	1	36400	-0.0129310344827586	120	0	0	0	0	0	FALSE
B~C	1	37400	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	37500		120	0	0	0	0	0	FALSE
B~C	1	37600	-0.00347308360208384	120	0	0	0	0	0	FALSE
B~C	1	37700		120	0	0	0	0	0	FALSE
B~C	1	38400	-0.0137931034482759	120	0	0	0	0	0	FALSE
B~C	1	38600	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	38700	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	39300		120	0	0	0	0	0	FALSE
B~C	1	39500	0.015426497277677	120	0	0	0	0	0	FALSE
B~C	1	39699	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	40300		120	0	0	0	0	0	FALSE
B~C	1	40700	0.00967199327165685	120	0	0	0	0	0	FALSE
B~C	1	40700		120	0	0	0	0	0	FALSE
B~C	1	41000	-0.00441058540497195	120	0	0	0	0	0	FALSE
B~C	1	41200	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	41500		120	0	0	0	0	0	FALSE
B~C	1	42300	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	42400	-0.0169491525423729	120	0	0	0	0	0	FALSE
B~C	1	42600		120	0	0	0	0	0	FALSE
B~C	1	43200		120	0	0	0	0	0	FALSE
B~C	1	43500	-0.00626959247648905	120	0	0	0	0	0	FALSE
B~C	1	43800		120	0	0	0	0	0	FALSE
B~C	1	44300	0.0507377890002368	120	0	0	0	0	0	FALSE
B~C	1	44300	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	44799	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	45300	0.000884173297966406	120	0	0	0	0	0	FALSE
B~C	1	45600	0.00246305418719211	120	0	0	0	0	0	FALSE
B~C	1	46100	0.0215964682018852	120	0	0	0	0	0	FALSE
B~C	1	46800		120	0	0	0	0	0	FALSE
B~C	1	46800		120	0	0	0	0	0	FALSE
B~C	1	46900	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	46900		120	0	0	0	0	0	FALSE
B~C	1	47400		120	0	0	0	0	0	FALSE
B~C	1	47400		120	0	0	0	0	0	FALSE
B~C	1	47400	-0.004756242568371	120	0	0	0	0	0	FALSE
B~C	1	47500	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	48100		120	0	0	0	0	0	FALSE
B~C	1	48800	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	49600	-0.00441058540497195	120	0	0	0	0	0	FALSE
B~C	1	50100	0.00904386516419208	120	0	0	0	0	0	FALSE
B~C	1	50200	0.0908045977011494	120	0	0	0	0	0	FALSE
B~C	1	50300	0.0199637023593466	120	0	0	0	0	0	FALSE
B~C	1	50600		120	0	0	0	0	0	FALSE
B~C	1	50700	0.0948275862068966	120	0	0	0	0	0	FALSE
B~C	1	50900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	50900	0.110079575596817	120	0	0	0	0	0	FALSE
B~C	1	51600		120	0	0	0	0	0	FALSE
B~C	1	52100	-0.0169491525423729	120	0	0	0	0	0	FALSE
B~C	1	52300		120	0	0	0	0	0	FALSE
B~C	1	52600	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	53200	-0.0170672239637757	120	0	0	0	0	0	FALSE
B~C	1	53400	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	53600	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	54000	-0.0156739811912226	120	0	0	0	0	0	FALSE
B~C	1	54000		120	0	0	0	0	0	FALSE
B~C	1	54200	-0.0100186393289842	120	0	0	0	0	0	FALSE
B~C	1	54599	-0.00439713029391346	120	0	0	0	0	0	FALSE
B~C	1	55400	0.0843429636533085	120	0	0	0	0	0	FALSE
B~C	1	55500	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	55700	0.027157405753082	120	0	0	0	0	0	FALSE
B~C	1	56600		120	0	0	0	0	0	FALSE
B~C	1	57200	-0.0203117619272556	120	0	0	0	0	0	FALSE
B~C	1	57400	0.0229885057471264	120	0	0	0	0	0	FALSE
B~C	1	57400	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	57999		120	0	0	0	0	0	FALSE
B~C	1	58400		120	0	0	0	0	0	FALSE
B~C	1	58600	-0.0137931034482759	120	0	0	0	0	0	FALSE
B~C	1	59100		120	0	0	0	0	0	FALSE
B~C	1	59500		120	0	0	0	0	0	FALSE
B~C	1	59699		120	0	0	0	0	0	FALSE
B~C	1	60300		120	0	0	0	0	0	FALSE
B~C	1	60500		120	0	0	0	0	0	FALSE
B~C	1	60500		120	0	0	0	0	0	FALSE
B~C	1	60600		120	0	0	0	0	0	FALSE
B~C	1	61700		120	0	0	0	0	0	FALSE
B~C	1	62100		120	0	0	0	0	0	FALSE
B~C	1	62100	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	62200	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	62300		120	0	0	0	0	0	FALSE
B~C	1	62600	0.0342133620689656	120	0	0	0	0	0	FALSE
B~C	1	62800		120	0	0	0	0	0	FALSE
B~C	1	63200		120	0	0	0	0	0	FALSE
B~C	1	63400		120	0	0	0	0	0	FALSE
B~C	1	63400		120	0	0	0	0	0	FALSE
B~C	1	63500	-0.00872800114465588	120	0	0	0	0	0	FALSE
B~C	1	63600		120	0	0	0	0	0	FALSE
B~C	1	64100	-0.0135841170323929	120	0	0	0	0	0	FALSE
B~C	1	64800	0.00985221674876848	120	0	0	0	0	0	FALSE
B~C	1	64900		120	0	0	0	0	0	FALSE
B~C	1	65200	-0.0112359550561798	120	0	0	0	0	0	FALSE
B~C	1	65400	-0.019435736677116	120	0	0	0	0	0	FALSE
B~C	1	65800	-0.00313479623824451	120	0	0	0	0	0	FALSE
B~C	1	66300	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	66800		120	0	0	0	0	0	FALSE
B~C	1	66900		120	0	0	0	0	0	FALSE
B~C	1	68200		120	0	0	0	0	0	FALSE
B~C	1	68300	-0.0170755968169761	120	0	0	0	0	0	FALSE
B~C	1	68900	0.015426497277677	120	0	0	0	0	0	FALSE
B~C	1	69500	0.020935960591133	120	0	0	0	0	0	FALSE
B~C	1	70000	-0.0157590887814012	120	0	0	0	0	0	FALSE
B~C	1	71100		120	0	0	0	0	0	FALSE
B~C	1	71500	0.0229885057471265	120	0	0	0	0	0	FALSE
B~C	1	71500		120	0	0	0	0	0	FALSE
B~C	1	71600		120	0	0	0	0	0	FALSE
B~C	1	71700	-0.00689655172413793	120	0	0	0	0	0	FALSE
B~C	1	71700		120	0	0	0	0	0	FALSE
B~C	1	71700		120	0	0	0	0	0	FALSE
B~C	1	72700		120	0	0	0	0	0	FALSE
B~C	1	72900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	73200	-0.0172605151364384	120	0	0	0	0	0	FALSE
B~C	1	73600		120	0	0	0	0	0	FALSE
B~C	1	73900	-0.0129310344827586	120	0	0	0	0	0	FALSE
B~C	1	73900		120	0	0	0	0	0	FALSE
B~C	1	74100		120	0	0	0	0	0	FALSE
B~C	1	74200		120	0	0	0	0	0	FALSE
B~C	1	74700	0.0229885057471265	120	0	0	0	0	0	FALSE
B~C	1	75100		120	0	0	0	0	0	FALSE
B~C	1	75100	-0.0166468489892985	120	0	0	0	0	0	FALSE
B~C	1	75400		120	0	0	0	0	0	FALSE
B~C	1	75600	-0.00689655172413793	120	0	0	0	0	0	FALSE
B~C	1	75700	-0.00824587706146927	120	0	0	0	0	0	FALSE
B~C	1	76000		120	0	0	0	0	0	FALSE
B~C	1	77000	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	77900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	78500	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	78600	-0.0135841170323929	120	0	0	0	0	0	FALSE
B~C	1	79200		120	0	0	0	0	0	FALSE
B~C	1	79399	-0.00409565332276391	120	0	0	0	0	0	FALSE
B~C	1	79700	-0.0140897293288839	120	0	0	0	0	0	FALSE
B~C	1	80500	-0.0135841170323929	120	0	0	0	0	0	FALSE
B~C	1	80500		120	0	0	0	0	0	FALSE
B~C	1	81000		120	0	0	0	0	0	FALSE
B~C	1	81099	-0.0129310344827586	120	0	0	0	0	0	FALSE
B~C	1	81200	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	81300	0.0263691683569979	120	0	0	0	0	0	FALSE
B~C	1	81700	0.000884173297966406	120	0	0	0	0	0	FALSE
B~C	1	82200		120	0	0	0	0	0	FALSE
B~C	1	82200		120	0	0	0	0	0	FALSE
B~C	1	82300	0.0477145148356055	120	0	0	0	0	0	FALSE
B~C	1	82600	0.00246305418719211	120	0	0	0	0	0	FALSE
B~C	1	82700	0.000884173297966406	120	0	0	0	0	0	FALSE
B~C	1	82900	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	83600	-0.0185676392572944	120	0	0	0	0	0	FALSE
B~C	1	83700	-0.0109717868338558	120	0	0	0	0	0	FALSE
B~C	1	84400	-0.00164203612479474	120	0	0	0	0	0	FALSE
B~C	1	84900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	85400	0.0172413793103447	120	0	0	0	0	0	FALSE
B~C	1	85500	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	85600	-0.00945494994438265	120	0	0	0	0	0	FALSE
B~C	1	85700	-0.000228362639872106	120	0	0	0	0	0	FALSE
B~C	1	85900		120	0	0	0	0	0	FALSE
B~C	1	86100		120	0	0	0	0	0	FALSE
B~C	1	86199		120	0	0	0	0	0	FALSE
B~C	1	86500		120	0	0	0	0	0	FALSE
B~C	1	86600	-0.0113916256157636	120	0	0	0	0	0	FALSE
B~C	1	86600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	87200	-0.0166468489892985	120	0	0	0	0	0	FALSE
B~C	1	87600		120	0	0	0	0	0	FALSE
B~C	1	88300	-0.00945494994438265	120	0	0	0	0	0	FALSE
B~C	1	88400	0.0151157298063297	120	0	0	0	0	0	FALSE
B~C	1	88800	-0.00441058540497195	120	0	0	0	0	0	FALSE
