pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	35168.1858947181	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	2	26934.9873583841	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	3	21390.0563999664	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	4	14801.4016546944	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	5	11554.0379276138	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	6	9639.28903805162	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	7	8383.95089352127	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	8	7504.79079647318	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	9	6860.18621132274	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	10	6376.46056544568	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	11	6012.95877124004	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	12	5746.85998798497	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	13	5563.12159548269	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	14	5447.08751914458	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	15	5384.32778838961	0.5	30	0	1	0.001	0.7	0.7	FALSE
B	1	27289.1884849271	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	2	20786.2338070483	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	3	20958.9073367553	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	4	14331.6996911079	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	5	11024.087299038	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	6	9087.37417556106	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	7	7795.84134971164	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	8	6883.14534162101	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	9	6219.12695248067	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	10	5703.09276577096	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	11	5290.90035982606	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	12	4962.40255652104	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	13	4696.1857213481	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	14	4474.67678917147	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	15	4290.07728539012	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	16	4141.50244565623	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	17	4029.75637527771	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	18	3952.06489412379	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	19	3900.5529170363	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	20	3866.78125710486	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	21	3846.56617385838	0.7	42	0	1	0.001	0.7	0.7	FALSE
B	1	22895.2275729239	0.9	54	0	1	0.001	0.7	0.7	FALSE
B	2	14822.9056212388	0.9	54	0	1	0.001	0.7	0.7	FALSE
B	3	20713.5926286149	0.9	54	0	1	0.001	0.7	0.7	FALSE
