pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	4822.62715424522	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	2	5861.0160971995	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	3	7974.46007987624	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	4	9827.00829651736	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	5	10318.9182380467	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	6	9503.87465829491	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	7	8389.36416361824	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	8	7509.74929792322	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	9	6864.41217918116	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	10	6380.17214259012	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	11	6016.59375716351	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	12	5750.78989371519	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	13	5567.53546993457	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	14	5451.9788610724	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	15	5389.54110669561	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	1	3356.34114292554	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	2	3446.03467513214	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	3	4341.002608392	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	4	5605.53958020976	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	5	7288.99790365388	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	6	8250.66178981061	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	7	7799.15323333185	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	8	6887.18101441956	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	9	6223.58162252139	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	10	5707.38432102928	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	11	5294.57671085725	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	12	4965.34156844827	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	13	4698.59304564858	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	14	4476.95954606744	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	15	4292.47278611102	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	16	4144.04854397473	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	17	4032.55414783135	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	18	3955.30505452297	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	19	3904.25893837791	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	20	3870.72322484674	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	21	3850.50412863327	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	1	2646.70251239089	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	2	2416.92842054107	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	3	2935.39923485733	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	4	3302.926622039	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	5	3925.90886116304	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	6	5652.49558575884	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	7	7542.40083249429	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	8	6570.95609375853	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	9	5857.68711767385	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	10	5360.02103253707	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	11	4966.4005263877	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	12	4615.89278453596	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	13	4315.91011685843	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	14	4082.86275548858	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	15	3892.00806220269	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	16	3726.2424172651	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	17	3578.46436918768	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	18	3452.8463247745	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	19	3340.34735326019	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	20	3236.96026558887	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	21	3153.81802186271	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	22	3099.14424395149	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	23	3068.89615473119	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	24	3048.9570737853	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	25	3026.2559947634	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	26	3005.96253824624	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	27	2994.88801858289	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
C	1	4659.76502671456	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	2	5862.99391319788	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	3	7990.78351795127	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	4	9878.41105048499	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	5	10352.9763777865	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	6	9505.40276151279	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	7	8361.940005386	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	8	7476.87137310504	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	9	6844.48822717871	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	10	6375.81614982927	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	11	6027.17661561758	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	12	5776.63798380081	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	13	5603.28666973149	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	14	5486.27223160723	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	15	5414.98256075541	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
C	1	3192.40823399008	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
C	2	3456.35112118065	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
C	3	4303.53318756451	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
C	4	5645.07534181833	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
C	5	7332.79788341801	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
C	6	8290.15552560029	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
C	7	7841.14478109287	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
