pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	8229.87858121458	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	2	5421.97935035105	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	3	7165.5312312207	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	4	9226.07595242261	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	5	10046.389992439	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	6	9400.29804993048	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	7	8320.78160336902	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	8	7442.5427792185	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	9	6805.1952108665	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	10	6340.82008696926	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	11	6001.19666887374	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	12	5749.88452671803	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	13	5561.60965544389	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	14	5424.96606488475	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	15	5340.19395996505	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	1	6836.79939916929	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	2	3405.96375740857	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	3	3757.40836531123	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	4	4859.45898372729	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	5	6726.17082637756	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	6	8012.77305730925	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	7	7725.59033022042	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	8	6848.084312781	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	9	6183.35994556682	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	10	5651.88027495716	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	11	5236.23616057141	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	12	4913.13014065719	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	13	4652.13503703966	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	14	4443.49250826936	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	15	4285.74766309001	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	16	4164.54040706683	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	17	4060.55181782816	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	18	3966.59896846635	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	19	3887.39162360142	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	20	3829.26275325615	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	21	3794.7254705374	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	1	6103.6133681659	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	2	2611.7560276613	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	3	2644.58659470123	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	4	2741.08115143362	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	5	3155.47301786179	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	6	5090.95551415796	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	7	7413.6171909015	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	8	6475.7820614725	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	9	5826.76188775743	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
B	10	5373.48091619361	0.9	54	0.09	0	0.000001	0.7	0.7	FALSE
