comparison	chr	position	fst	nk	maf	mgc	hwe	min_ind	min_loci	LD
B~C	1	500	0.117987647967061	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	1499	0.00591715976331362	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	2900	0.0172413793103447	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	2900	0.0172413793103447	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	3500	0.020935960591133	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	3700	-0.00757424755830177	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	4600	0.0181180596142607	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	5000	0.00137931034482759	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	5100	0.0359739049394222	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	5199	-0.00671140939597316	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	5400	-0.0109717868338558	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	5999	0.00515749541792763	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	6700	0.00689655172413795	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	8500	0.0145888594164456	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	9800	-0.0149642160052049	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	11600	0.0800210581732035	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	11800	-0.00323999074288361	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	11900	0.00246305418719211	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	11900	-0.0121557926072935	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	12600	0.000884173297966406	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	12800	0.0800210581732035	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	12900	0.00808854831843336	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	14400	0.00549725137431285	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	14400	0.0344827586206897	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	15100	-0.0134717587442838	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	16000	-0.00938265702504034	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	16300	-0.0137931034482759	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	16500	0.0172413793103447	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	17000	-0.0169491525423729	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	18400	0.00299850074962519	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	18700	-0.016132731860234	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	18700	-0.0166468489892985	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	19300	0.144034177601465	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	19900	-0.0169491525423729	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	20000	-0.00551724137931034	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	20600	0.031630801140783	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	20900	-0.0057471264367816	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	20900	0.061748195669607	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	21000	0.00413793103448275	120	0	1	0.000001	0.7	0.9	FALSE
B~C	1	21800	-0.0109717868338558	120	0	1	0.000001	0.7	0.9	FALSE
