pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	32854.2229177975	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	2	27488.9562479029	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	3	21042.2815091497	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	4	14440.3431782793	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	5	11203.9707845318	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	6	9298.58644984275	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	7	8036.90095390261	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	8	7151.1877175145	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	9	6505.4308146519	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	10	6020.96119562774	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	11	5661.34284654349	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	12	5407.14655136987	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	13	5238.23510379969	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	14	5134.13266983403	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	15	5078.62579776331	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	1	24712.5024881216	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	2	21790.4221462673	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	3	20727.0674087603	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	4	14076.144522295	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	5	10748.0927986347	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	6	8818.7995335235	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	7	7566.88527275049	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	8	6656.82147814416	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	9	5955.4393269838	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	10	5436.74954645653	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	11	5044.5372437003	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	12	4717.90758267467	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	13	4437.05606440753	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	14	4204.71627287611	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	15	4023.61586183645	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	16	3890.42977981205	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	17	3794.94845229161	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	18	3725.26253952214	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	19	3675.3089544601	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	20	3644.77059367171	0.7	42	0	1	0.05	0.7	0.7	FALSE
