pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	19219.5445044967	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	2	22545.6296625665	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	3	21370.635156281	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	4	14787.4996812458	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	5	11490.2998943097	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	6	9568.54425867276	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	7	8320.78160336902	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	8	7442.5427792185	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	9	6805.1952108665	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	10	6340.82008696926	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	11	6001.19666887374	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	12	5749.88452671803	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	13	5561.60965544389	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	14	5424.96606488475	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	15	5340.19395996505	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
B	1	13092.2787894965	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	2	14670.4342732593	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	3	20889.2493478078	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	4	14383.768190408	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	5	11037.7504504793	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	6	9017.09333784572	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	7	7725.59033022042	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	8	6848.084312781	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	9	6183.35994556682	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	10	5651.88027495716	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	11	5236.23616057141	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	12	4913.13014065719	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	13	4652.13503703966	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	14	4443.49250826936	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	15	4285.74766309001	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	16	4164.54040706683	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	17	4060.55181782816	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	18	3966.59896846635	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	19	3887.39162360142	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	20	3829.26275325615	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	21	3794.7254705374	0.7	42	0.02	0	0.000001	0.7	0.7	FALSE
B	1	10438.1190553789	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	2	7025.32388183959	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	3	20556.0159329505	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	4	14138.2359191205	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	5	10857.0756149482	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	6	8824.6952697438	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	7	7413.6171909015	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	8	6475.7820614725	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	9	5826.76188775743	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	10	5373.48091619361	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	11	4945.11615231026	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	12	4551.81140411506	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	13	4249.02233898821	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	14	4042.7282085519	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	15	3874.06022354224	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	16	3690.36320028097	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	17	3511.60447732158	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	18	3394.92005169035	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	19	3334.00477544065	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	20	3281.35256606257	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	21	3216.62486136714	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	22	3143.88520815215	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	23	3079.72527817473	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	24	3025.75587459692	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	25	2983.32913584765	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	26	2958.11053498476	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
B	27	2944.23393479869	0.9	54	0.02	0	0.000001	0.7	0.7	FALSE
C	1	68140.9093617985	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
C	2	8116.21657109427	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
C	3	8095.60407504659	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
C	4	7448.70627113743	0.5	30	0.02	0	0.000001	0.7	0.7	FALSE
