pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	33032.9615767645	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	2	27769.066741454	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	3	21314.5498395493	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	4	14725.0024069168	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	5	11512.5842351475	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	6	9606.36328050775	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	7	8345.4484948942	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	8	7466.19946689965	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	9	6823.43109335623	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	10	6334.69893269014	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	11	5966.00655831114	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	12	5702.15822765652	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	13	5525.91082242234	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	14	5417.64670898995	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	15	5360.51665495154	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	1	24812.1405402725	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	2	21995.9469389711	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	3	20937.2660912074	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	4	14236.5432151762	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	5	10957.5047276473	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	6	9054.72881682092	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	7	7791.7134081225	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	8	6868.34586182518	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	9	6172.01485835744	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	10	5660.99392328349	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	11	5276.01560429408	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	12	4954.94554609384	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	13	4671.27596423708	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	14	4431.04225432757	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	15	4243.04949426208	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	16	4104.10128632332	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	17	4002.8063689142	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	18	3928.67883673296	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	19	3877.2341786539	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	20	3847.26542781334	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	21	3834.56420567246	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	1	20072.9496472073	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	2	16368.6948508941	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	3	20771.6566502666	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	4	14037.7979976739	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	5	10662.0490377925	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	6	8725.03750222452	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	7	7449.17231717419	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	8	6597.91020828348	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	9	5915.92737855278	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	10	5347.08412038123	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	11	4864.9797816429	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	12	4532.74251761691	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	13	4304.0675880762	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	14	4112.24710681507	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	15	3912.91696175618	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	16	3712.20568825543	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	17	3530.37429389186	0.9	54	0	1	0.0001	0.7	0.7	FALSE
