pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	34994.8521382612	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	2	26661.8477762253	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	3	21122.8249786814	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	4	14527.55608974	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	5	11256.0024791753	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	6	9344.97050038321	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	7	8091.4505272395	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	8	7205.72330923043	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	9	6555.06975897957	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	10	6070.90733088311	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	11	5712.43804604545	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	12	5454.01032822386	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	13	5277.50027930262	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	14	5166.54527109145	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	15	5106.50506479998	0.5	30	0	1	0.05	0.7	0.7	FALSE
B	1	27192.4033190881	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	2	20590.2125047908	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	3	20743.4095517084	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	4	14181.9857692496	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	5	10822.0154693761	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	6	8855.8218748263	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	7	7578.36584077546	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	8	6681.37259891011	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	9	6014.71428581649	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	10	5492.43811523241	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	11	5073.4536339846	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	12	4737.76809222624	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	13	4469.96202360184	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	14	4251.27213377141	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	15	4071.1011119747	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	16	3928.48869750682	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	17	3822.86423899832	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	18	3749.31333082741	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	19	3699.80853190434	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	20	3667.07550722721	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	21	3647.62361930516	0.7	42	0	1	0.05	0.7	0.7	FALSE
B	1	22838.0403899938	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	2	14700.1593234104	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	3	20467.2643643142	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	4	14044.9652610451	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	5	10641.3936594018	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	6	8609.40023260526	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	7	7325.298647645	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	8	6377.10943487114	0.9	54	0	1	0.05	0.7	0.7	FALSE
B	9	5728.83098610502	0.9	54	0	1	0.05	0.7	0.7	FALSE
