pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	33015.3831543735	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	2	27746.4338128842	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	3	21280.1794629673	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	4	14684.0910100994	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	5	11467.6351049473	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	6	9558.70908823013	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	7	8298.42545262346	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	8	7421.77075173148	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	9	6780.70818313646	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	10	6292.06892810998	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	11	5921.99057907241	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	12	5655.2622407225	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	13	5474.76356696066	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	14	5361.60047889779	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	15	5300.39063928566	0.5	30	0	1	0.01	0.7	0.7	FALSE
B	1	24799.7588949843	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	2	21985.2538854222	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	3	20918.0359170571	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	4	14210.0901483384	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	5	10928.9186371151	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	6	9025.94280669798	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	7	7757.17661760887	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	8	6830.24589774021	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	9	6136.43006459712	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	10	5628.51316083822	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	11	5245.19052831778	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	12	4924.82845745227	0.7	42	0	1	0.01	0.7	0.7	FALSE
B	13	4641.39398302037	0.7	42	0	1	0.01	0.7	0.7	FALSE
