comparison	chr	position	fst	nk	maf	mgc	hwe	min_ind	min_loci	LD
B~C	1	800	0.0305418719211822	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	2200	-0.000228362639872106	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	2700	0.0231373950330534	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	3100	0.0582959641255605	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	3500	0.0582959641255605	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	3700	0.0252645954250598	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	4600	-0.000228362639872106	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	4800	-0.017797552836485	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	6200	0.0689655172413793	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	6300	0.0305418719211822	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	7800	0.0237456122238282	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	8400	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	8700	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	8800	0.0185965968980575	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	9000	-0.017797552836485	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	9300	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	9500	0.0185965968980575	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	9600	-0.017797552836485	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	9700	-0.000228362639872106	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	9800	0.0185965968980575	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	10600	0.0185965968980575	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	10800	0.0556650246305419	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	11199	-0.0149925037481259	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	12200	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	13600	-0.000228362639872106	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	13800	0.0556650246305419	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	14100	0.0273613193403298	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	14600	0.0273613193403298	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	14600	-0.0149925037481259	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	14700	0.0273613193403298	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	15299	-0.0149925037481259	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	16300	0.00246305418719211	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	16600	-0.0160919540229885	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	16800	0.0517241379310345	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	16900	0.0948275862068966	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	17400	-0.00741438154642815	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	17500	0.00296458105788735	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	17600	0.00296458105788735	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	18000	-0.0117695643196366	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	18200	-0.00824587706146927	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	18600	-0.0117695643196366	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	20000	-0.0134099616858238	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	20799	-0.0141987829614604	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	21500	-0.0141987829614604	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	22000	0.110991379310345	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	22100	-0.0141987829614604	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	22800	-0.0193965517241379	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	23000	-0.0141987829614604	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	23900	-0.00901856763925729	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	24300	-0.012472487160675	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	24500	-0.012472487160675	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	24500	-0.012472487160675	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	24600	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	25200	0.0342133620689656	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	27500	0.00266717469994285	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	27600	0.0305418719211822	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	28800	-0.0132262635805385	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	30000	0.0470528282656701	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	30200	-0.017797552836485	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	30500	-0.0112496943017853	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	31300	-0.0019704433497537	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	31300	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	31300	-0.000228362639872106	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	31800	-0.0112496943017853	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	31900	-0.0126178654398032	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	32200	-0.0112496943017853	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	32400	0.0305418719211822	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	32700	-0.0112496943017853	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	33600	-0.00671140939597316	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	33900	-0.0153256704980843	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	35000	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	35800	-0.0164071190211346	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	35900	0.0305418719211822	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	36000	0.00179435169293182	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	36800	-0.0019704433497537	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	37300	-0.0019704433497537	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	37600	-0.0019704433497537	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	38200	0.0112596762843068	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	38300	-0.0019704433497537	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	38800	0.00689655172413795	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	39200	0.0390804597701149	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	39899	-0.0019704433497537	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	40700	0.0179499291450165	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	42000	-0.0117695643196366	120	0.08	0	0.000001	0.7	0.7	FALSE
B~C	1	43000	0.00246305418719211	120	0.08	0	0.000001	0.7	0.7	FALSE
