pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	19279.6163988067	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	2	22559.3623915583	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	3	21307.4171845475	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	4	14786.9827632037	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	5	11489.7151575161	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	6	9568.00346812373	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	7	8320.27632003418	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	8	7442.02027486484	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	9	6804.61530617698	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	10	6340.19067641775	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	11	6000.58913834058	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	12	5749.39249675732	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	13	5561.2837546281	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	14	5424.79052745469	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	15	5340.11292563882	0.5	30	0	1	0.0001	0.7	0.7	FALSE
B	1	13135.5496018402	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	2	14762.6845879679	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	3	20764.6660494653	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	4	14383.5665624927	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	5	11037.3424556128	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	6	9016.6041926482	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	7	7725.1635539834	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	8	6847.70699223737	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	9	6183.01306116846	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	10	5651.55279169604	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	11	5235.8972536894	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	12	4912.75489384403	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	13	4651.66830541247	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	14	4442.93187246679	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	15	4285.18789220135	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	16	4164.08385200654	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	17	4060.23944434768	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	18	3966.42080393488	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	19	3887.31166227561	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	20	3829.23677798483	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	21	3794.71988043273	0.7	42	0	1	0.0001	0.7	0.7	FALSE
B	1	10443.7495638335	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	2	7237.6628584187	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	3	20349.0460126727	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	4	14138.2260084983	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	5	10856.9807323123	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	6	8824.31304372287	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	7	7413.0663651162	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	8	6475.60232870719	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	9	5826.33838807123	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	10	5373.10574785861	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	11	4945.0235208192	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	12	4551.53350964188	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	13	4248.62365277025	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	14	4042.50600113521	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	15	3873.99807475867	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	16	3690.11260034721	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	17	3511.05459077667	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	18	3394.24831191638	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	19	3333.51286784504	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	20	3281.00325564184	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	21	3216.28427106907	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	22	3143.66463538768	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	23	3079.67013498362	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	24	3025.75587459692	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	25	2983.32913584765	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	26	2958.11053498476	0.9	54	0	1	0.0001	0.7	0.7	FALSE
B	27	2944.23393479869	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	1	68021.2568194237	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	2	8248.52165572706	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	3	8089.95152969755	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	4	7448.70622715573	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	5	6997.4112692816	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	6	6629.08000000686	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	7	6323.2978630854	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	8	6064.48881843927	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	9	5844.86887683451	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	10	5658.12635051004	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	11	5505.15751755544	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	12	5389.0187345079	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	13	5308.66153680708	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	14	5258.41647871968	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	15	5231.49642231422	0.5	30	0	1	0.0001	0.7	0.7	FALSE
C	1	65727.9845756969	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	2	5841.28725083263	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	3	6307.71803766825	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	4	5776.43619041885	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	5	5480.01864244394	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	6	5197.74109324337	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	7	4993.02078378781	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	8	4799.05606777038	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	9	4625.2137733019	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	10	4479.71656887352	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	11	4352.85448416738	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	12	4238.61410910859	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	13	4131.53221798036	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	14	4032.89253252548	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	15	3948.38122011442	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	16	3882.87082165699	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	17	3835.34545983905	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	18	3801.69693213721	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	19	3779.03484945577	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	20	3764.89218739052	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	21	3756.73990582008	0.7	42	0	1	0.0001	0.7	0.7	FALSE
C	1	64495.4868541408	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	2	4222.45452368225	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	3	5294.40682208646	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	4	4683.23924515635	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	5	4605.5153092877	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	6	4288.06028859946	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	7	4115.4075067332	0.9	54	0	1	0.0001	0.7	0.7	FALSE
C	8	4053.86230066939	0.9	54	0	1	0.0001	0.7	0.7	FALSE
