comparison	chr	position	fst	nk	maf	mgc	hwe	min_ind	min_loci	LD
B~C	1	100	-0.00441058540497195	120	0	0	0	0	0	FALSE
B~C	1	500		120	0	0	0	0	0	FALSE
B~C	1	600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	800	0.0305418719211822	120	0	0	0	0	0	FALSE
B~C	1	1299		120	0	0	0	0	0	FALSE
B~C	1	1299		120	0	0	0	0	0	FALSE
B~C	1	1499	-0.0169491525423729	120	0	0	0	0	0	FALSE
B~C	1	1800	0.0517241379310345	120	0	0	0	0	0	FALSE
B~C	1	2200	-0.000228362639872106	120	0	0	0	0	0	FALSE
B~C	1	2200		120	0	0	0	0	0	FALSE
B~C	1	2700	0.0231373950330534	120	0	0	0	0	0	FALSE
B~C	1	2799	-0.0169491525423729	120	0	0	0	0	0	FALSE
B~C	1	2999	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	3100	0.0582959641255605	120	0	0	0	0	0	FALSE
B~C	1	3500	0.0582959641255605	120	0	0	0	0	0	FALSE
B~C	1	3700	0.0252645954250598	120	0	0	0	0	0	FALSE
B~C	1	3900		120	0	0	0	0	0	FALSE
B~C	1	4300	0.0517241379310345	120	0	0	0	0	0	FALSE
B~C	1	4600	-0.000228362639872106	120	0	0	0	0	0	FALSE
B~C	1	4600	0.0517241379310345	120	0	0	0	0	0	FALSE
B~C	1	4600	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	4800	-0.017797552836485	120	0	0	0	0	0	FALSE
B~C	1	4800		120	0	0	0	0	0	FALSE
B~C	1	5000	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	5300		120	0	0	0	0	0	FALSE
B~C	1	6100	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	6200	0.0689655172413793	120	0	0	0	0	0	FALSE
B~C	1	6300	0.0305418719211822	120	0	0	0	0	0	FALSE
B~C	1	6400		120	0	0	0	0	0	FALSE
B~C	1	6800	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	7100		120	0	0	0	0	0	FALSE
B~C	1	7600	-0.0169491525423729	120	0	0	0	0	0	FALSE
B~C	1	7800	0.0237456122238282	120	0	0	0	0	0	FALSE
B~C	1	8400	0.00689655172413795	120	0	0	0	0	0	FALSE
B~C	1	8700	0.00689655172413795	120	0	0	0	0	0	FALSE
B~C	1	8800	0.0185965968980575	120	0	0	0	0	0	FALSE
B~C	1	9000	-0.017797552836485	120	0	0	0	0	0	FALSE
B~C	1	9000		120	0	0	0	0	0	FALSE
B~C	1	9300	0.00689655172413795	120	0	0	0	0	0	FALSE
B~C	1	9500	0.0185965968980575	120	0	0	0	0	0	FALSE
B~C	1	9600	0.0344827586206897	120	0	0	0	0	0	FALSE
B~C	1	9600	-0.017797552836485	120	0	0	0	0	0	FALSE
B~C	1	9700	-0.000228362639872106	120	0	0	0	0	0	FALSE
B~C	1	9700	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	9800	0.0185965968980575	120	0	0	0	0	0	FALSE
B~C	1	10600	0.0185965968980575	120	0	0	0	0	0	FALSE
B~C	1	10800	0.0556650246305419	120	0	0	0	0	0	FALSE
B~C	1	11000		120	0	0	0	0	0	FALSE
B~C	1	11199	-0.0149925037481259	120	0	0	0	0	0	FALSE
B~C	1	11600	-0.0169491525423729	120	0	0	0	0	0	FALSE
B~C	1	12200	0.00689655172413795	120	0	0	0	0	0	FALSE
B~C	1	13500	0.0517241379310345	120	0	0	0	0	0	FALSE
B~C	1	13600	-0.000228362639872106	120	0	0	0	0	0	FALSE
B~C	1	13800	0.0556650246305419	120	0	0	0	0	0	FALSE
B~C	1	14100	0.0273613193403298	120	0	0	0	0	0	FALSE
B~C	1	14100		120	0	0	0	0	0	FALSE
B~C	1	14200	-0.0166468489892985	120	0	0	0	0	0	FALSE
B~C	1	14600	0.0273613193403298	120	0	0	0	0	0	FALSE
B~C	1	14600	-0.0149925037481259	120	0	0	0	0	0	FALSE
B~C	1	14600		120	0	0	0	0	0	FALSE
B~C	1	14700	0.0273613193403298	120	0	0	0	0	0	FALSE
B~C	1	14900	0.000000000000000113841228110978	120	0	0	0	0	0	FALSE
B~C	1	14900		120	0	0	0	0	0	FALSE
B~C	1	15299	-0.0149925037481259	120	0	0	0	0	0	FALSE
B~C	1	15600		120	0	0	0	0	0	FALSE
B~C	1	16300	0.00246305418719211	120	0	0	0	0	0	FALSE
B~C	1	16300		120	0	0	0	0	0	FALSE
B~C	1	16600	-0.0160919540229885	120	0	0	0	0	0	FALSE
B~C	1	16800	0.0517241379310345	120	0	0	0	0	0	FALSE
