pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	3764.82885175991	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	2	5628.09181443364	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	3	7840.78555603185	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	4	9756.40938049798	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	5	10278.78330387	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	6	9467.14705948426	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	7	8345.79261239288	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	8	7466.34170050398	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	9	6823.51581787623	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	10	6334.8264091515	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	11	5966.20825321538	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	12	5702.42469719353	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	13	5526.22637732789	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	14	5418.01164440493	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	15	5360.9321555148	0.5	30	0.09	0	0.000001	0.7	0.7	FALSE
B	1	2372.69149442401	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	2	3232.6190468733	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	3	4195.85481521166	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	4	5513.0970068253	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	5	7233.59210912452	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	6	8220.6857784869	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	7	7792.39730392793	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	8	6868.90429459893	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	9	6172.3023117073	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	10	5661.05451755487	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
B	11	5276.01753416032	0.7	42	0.09	0	0.000001	0.7	0.7	FALSE
