pop	num_min_alleles	count	proj_prop	proj	maf	mgc	hwe	min_ind	min_loci	LD
B	1	9322.63058835144	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	2	6712.32770003779	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	3	9445.33810008603	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	4	11379.1553458251	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	5	11027.1571646053	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	6	9568.54425867276	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	7	8320.78160336902	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	8	7442.5427792185	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	9	6805.1952108665	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	10	6340.82008696926	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	11	6001.19666887374	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	12	5749.88452671803	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	13	5561.60965544389	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	14	5424.96606488475	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	15	5340.19395996505	0.5	30	0.07	0	0.000001	0.7	0.7	FALSE
B	1	7672.86381825239	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	2	3828.89234641466	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	3	4824.06834562442	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	4	7074.51586028533	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	5	9146.1406808785	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	6	9017.09333784572	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	7	7725.59033022042	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	8	6848.084312781	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	9	6183.35994556682	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	10	5651.88027495716	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	11	5236.23616057141	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	12	4913.13014065719	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	13	4652.13503703966	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	14	4443.49250826936	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
B	15	4285.74766309001	0.7	42	0.07	0	0.000001	0.7	0.7	FALSE
